fragment	extracted_org	status
indicates that, it supports the intention of the bill, but is		none_parsed
indicates the bill would impose significant state costs to		none_parsed
indication to suggest 30% of qualified expenses is the appropriate credit		none_parsed
indicative of the actual value of any specific vehicle		none_parsed
Indicative of the coalition, the California Apartment Association	California Apartment Association	parsed
indicator that the accident has in fact occurred		none_parsed
indicators to measure the credit's success in achieving those goals		none_parsed
individual bail enforcement		none_parsed
individual budget equivalent to 90 percent of the annual per capita		none_parsed
Individual Builders and Associations: Building Industry	Building Industry	parsed
Individual choice budget		none_parsed
individual cities to review local economic		none_parsed
individual elects to report his or her use tax liability on the state		none_parsed
individual homeowners will not appeal the assessor's		none_parsed
individual mandate. Blue Shield expresses concerns over MRMIB's authority	Blue Shield	parsed
individual practice acts under this code		none_parsed
individual privacy protection. The boards and bureaus operating under the Department presently use the utmost discretion when deciding whether or		none_parsed
individual to obtain an exemption. ACLU pointed out that any	ACLU	parsed
individual's credit history by itself is not predictive of potential		none_parsed
individual, organization or governmental entity to harbor		none_parsed
individuals and families licensed or approved prior to October 1, 2008 will		none_parsed
individuals and offices handling bid submittals, contract		none_parsed
individuals and received letters from 1800		none_parsed
Individuals are		none_parsed
individuals being able to employ housekeepers, nannies, and caregivers of the elderly and disabled. They also		none_parsed
Individuals from the following organizations		none_parsed
individuals have signed a petition		none_parsed
individuals in their homes, and nearly 6000 homeowners benefited from the program across nearly all counties in California. Proponents		none_parsed
individuals in their positions providing instructional		none_parsed
